,Country,Code,Year,College Enrolment ratio
14,Afghanistan,AFG,2003,1.2568399909999999
15,Afghanistan,AFG,2004,1.256029963
16,Afghanistan,AFG,2009,3.9033899310000004
40,Albania,ALB,2000,15.6037302
41,Albania,ALB,2001,15.97496033
42,Albania,ALB,2002,16.43170929
43,Albania,ALB,2003,16.80555916
44,Albania,ALB,2004,20.05554008
45,Albania,ALB,2005,23.31110001
46,Albania,ALB,2006,26.62043953
47,Albania,ALB,2007,30.65366936
48,Albania,ALB,2008,32.07780075
49,Albania,ALB,2009,33.40074921
50,Albania,ALB,2010,44.54064941
65,Algeria,DZA,2001,15.56346035
66,Algeria,DZA,2002,17.27210999
67,Algeria,DZA,2003,18.47307014
68,Algeria,DZA,2004,19.04335976
69,Algeria,DZA,2005,20.76147079
70,Algeria,DZA,2006,21.2300396
71,Algeria,DZA,2007,23.4881897
72,Algeria,DZA,2009,29.81871986
73,Algeria,DZA,2010,29.83456039
85,Angola,AGO,2002,0.796679974
86,Angola,AGO,2003,2.951679945
87,Angola,AGO,2004,2.219850063
88,Angola,AGO,2005,2.7487800119999997
89,Angola,AGO,2006,2.69178009
92,Antigua and Barbuda,ATG,2009,14.81005001
93,Antigua and Barbuda,ATG,2010,16.2319603
126,Arab World,,2000,18.16090012
127,Arab World,,2001,18.76543045
128,Arab World,,2002,19.56946945
129,Arab World,,2003,19.55899048
130,Arab World,,2004,20.69919014
131,Arab World,,2005,21.73147964
132,Arab World,,2006,22.19148064
133,Arab World,,2007,22.73653984
134,Arab World,,2008,23.43787003
135,Arab World,,2009,24.09880066
136,Arab World,,2010,24.76180077
163,Argentina,ARG,2000,53.17573929
164,Argentina,ARG,2001,58.33248901
165,Argentina,ARG,2002,62.23300934
166,Argentina,ARG,2003,64.80724335
167,Argentina,ARG,2004,65.23638916
168,Argentina,ARG,2005,63.78536987
169,Argentina,ARG,2006,66.83110046
170,Argentina,ARG,2007,66.35090637
171,Argentina,ARG,2008,68.14135742
172,Argentina,ARG,2009,70.53328705
173,Argentina,ARG,2010,73.93920135
190,Armenia,ARM,2000,34.85655975
191,Armenia,ARM,2001,32.81435013
192,Armenia,ARM,2002,35.23865891
193,Armenia,ARM,2003,36.20452118
194,Armenia,ARM,2004,36.79804993
195,Armenia,ARM,2005,38.36658859
196,Armenia,ARM,2006,41.76501846
197,Armenia,ARM,2007,44.3306694
198,Armenia,ARM,2008,46.59685135
199,Armenia,ARM,2009,49.14133835
200,Armenia,ARM,2010,50.64429855
206,Aruba,ABW,2000,29.65608025
207,Aruba,ABW,2001,29.05586052
208,Aruba,ABW,2002,26.69796944
209,Aruba,ABW,2003,26.7562809
210,Aruba,ABW,2004,26.30441093
211,Aruba,ABW,2005,31.68346977
212,Aruba,ABW,2006,30.90319061
213,Aruba,ABW,2007,33.92612839
214,Aruba,ABW,2008,35.24048996
215,Aruba,ABW,2009,35.36231995
216,Aruba,ABW,2010,37.35770035
251,Australia,AUS,2000,67.03890991
252,Australia,AUS,2001,67.00505066
253,Australia,AUS,2002,75.75243378
254,Australia,AUS,2003,73.39425659
255,Australia,AUS,2004,71.69843292
256,Australia,AUS,2005,72.29192352
257,Australia,AUS,2006,71.48291779
258,Australia,AUS,2007,72.51995087
259,Australia,AUS,2008,72.91854095
260,Australia,AUS,2009,76.76537323
261,Australia,AUS,2010,80.91708374
294,Austria,AUT,2000,56.57257843
295,Austria,AUT,2001,56.80604172
296,Austria,AUT,2002,46.53516006
297,Austria,AUT,2003,46.42351913
298,Austria,AUT,2004,47.20038986
299,Austria,AUT,2005,47.78224182
300,Austria,AUT,2006,49.41302872
301,Austria,AUT,2007,51.22851944
302,Austria,AUT,2008,56.14997864
303,Austria,AUT,2009,60.71657944
304,Austria,AUT,2010,68.73217773
321,Azerbaijan,AZE,2006,19.78945923
322,Azerbaijan,AZE,2007,19.36459923
323,Azerbaijan,AZE,2008,19.04788971
324,Azerbaijan,AZE,2009,19.05771065
325,Azerbaijan,AZE,2010,19.26004028
366,Bahrain,BHR,2003,29.42609978
367,Bahrain,BHR,2005,25.57451057
368,Bahrain,BHR,2006,24.44087029
393,Bangladesh,BGD,2000,5.445340157
394,Bangladesh,BGD,2001,6.426919937
395,Bangladesh,BGD,2002,6.130790234
396,Bangladesh,BGD,2003,6.177800179
397,Bangladesh,BGD,2004,5.694300175
398,Bangladesh,BGD,2005,6.235270022999999
399,Bangladesh,BGD,2006,7.121930122
400,Bangladesh,BGD,2007,7.678040028
401,Bangladesh,BGD,2008,8.607930182999999
402,Bangladesh,BGD,2009,10.52058029
420,Barbados,BRB,2000,40.58102036
421,Barbados,BRB,2001,39.82331848
422,Barbados,BRB,2007,59.74332047
423,Barbados,BRB,2009,75.71624756
424,Barbados,BRB,2010,69.81481171
448,Belarus,BLR,2000,54.61008072
449,Belarus,BLR,2001,56.89664841
450,Belarus,BLR,2002,59.36820984
451,Belarus,BLR,2003,62.12060928
452,Belarus,BLR,2004,64.34111786
453,Belarus,BLR,2005,67.0785675
454,Belarus,BLR,2006,69.44774628
455,Belarus,BLR,2007,71.59916687
456,Belarus,BLR,2008,71.24411774
457,Belarus,BLR,2009,74.45832062
458,Belarus,BLR,2010,79.42101288
487,Belgium,BEL,2000,57.5497818
488,Belgium,BEL,2001,58.24526978
489,Belgium,BEL,2002,59.11626816
490,Belgium,BEL,2003,59.86478043
491,Belgium,BEL,2004,61.24803162
492,Belgium,BEL,2005,61.40420151
493,Belgium,BEL,2006,61.95885849
494,Belgium,BEL,2007,61.34976959
495,Belgium,BEL,2008,62.10216904
496,Belgium,BEL,2009,65.19814301
497,Belgium,BEL,2010,67.71092224
506,Belize,BLZ,2001,14.66629982
507,Belize,BLZ,2002,16.50700951
508,Belize,BLZ,2003,15.8401804
509,Belize,BLZ,2004,15.40738964
510,Belize,BLZ,2005,16.0301609
511,Belize,BLZ,2006,17.03046036
512,Belize,BLZ,2007,18.18984032
513,Belize,BLZ,2008,19.10354042
514,Belize,BLZ,2009,22.41007996
515,Belize,BLZ,2010,21.87334061
547,Benin,BEN,2000,3.681040049
548,Benin,BEN,2001,4.464389801
549,Benin,BEN,2002,5.264689922
550,Benin,BEN,2003,5.819910049
551,Benin,BEN,2004,5.872039795
552,Benin,BEN,2005,5.784349917999999
553,Benin,BEN,2006,6.641930102999999
554,Benin,BEN,2007,7.903719902000001
555,Benin,BEN,2008,7.78704977
556,Benin,BEN,2009,9.870059967000001
557,Benin,BEN,2010,13.25990963
564,Bermuda,BMU,2006,30.01988029
565,Bermuda,BMU,2007,26.17432976
566,Bermuda,BMU,2008,25.92593002
567,Bermuda,BMU,2009,32.11095047
568,Bermuda,BMU,2010,29.8167305
578,Bhutan,BTN,2005,4.743850231000001
579,Bhutan,BTN,2006,4.9876599310000005
580,Bhutan,BTN,2007,5.398439884
581,Bhutan,BTN,2008,6.461229801
582,Bhutan,BTN,2009,6.277480125
583,Bhutan,BTN,2010,7.007679939
596,Bolivia,BOL,2000,33.56229019
597,Bolivia,BOL,2001,35.72240829
598,Bolivia,BOL,2002,36.19218063
599,Bolivia,BOL,2003,38.72576141
600,Bolivia,BOL,2004,39.09473038
601,Bolivia,BOL,2007,38.39057159
602,Bosnia and Herzegovina,BIH,2000,20.95005035
603,Bosnia and Herzegovina,BIH,2001,22.45634079
604,Bosnia and Herzegovina,BIH,2002,22.1083107
605,Bosnia and Herzegovina,BIH,2003,23.45116043
606,Bosnia and Herzegovina,BIH,2004,25.08551025
607,Bosnia and Herzegovina,BIH,2005,27.32360077
608,Bosnia and Herzegovina,BIH,2006,29.724460600000004
609,Bosnia and Herzegovina,BIH,2007,32.84711838
610,Bosnia and Herzegovina,BIH,2008,35.48450851
611,Bosnia and Herzegovina,BIH,2009,36.87733841
612,Bosnia and Herzegovina,BIH,2010,36.83292007
640,Botswana,BWA,2000,6.879330157999999
641,Botswana,BWA,2001,7.430200099999999
642,Botswana,BWA,2002,7.757589817
643,Botswana,BWA,2003,9.00992012
644,Botswana,BWA,2004,9.492659569
645,Botswana,BWA,2005,9.166080475
646,Botswana,BWA,2006,10.00275993
647,Botswana,BWA,2007,10.18006992
648,Botswana,BWA,2008,14.17216015
649,Botswana,BWA,2009,21.72014046
650,Botswana,BWA,2010,19.17169952
656,Brazil,BRA,2001,18.15427971
657,Brazil,BRA,2002,20.69566917
658,Brazil,BRA,2003,23.21698952
659,Brazil,BRA,2004,24.49123955
660,Brazil,BRA,2005,25.98962975
661,Brazil,BRA,2007,30.78668976
662,Brazil,BRA,2008,35.56209946
663,Brazil,BRA,2009,37.03839874
678,Brunei,BRN,2000,12.69112968
679,Brunei,BRN,2001,14.245730400000001
680,Brunei,BRN,2002,13.98145962
681,Brunei,BRN,2003,14.16464043
682,Brunei,BRN,2004,14.93257999
683,Brunei,BRN,2005,14.83329964
684,Brunei,BRN,2006,14.75751972
685,Brunei,BRN,2007,15.24612045
686,Brunei,BRN,2008,15.95436001
687,Brunei,BRN,2009,16.97945023
688,Brunei,BRN,2010,15.65480995
722,Bulgaria,BGR,2000,44.49129868
723,Bulgaria,BGR,2001,43.01794052
724,Bulgaria,BGR,2002,40.86594009
725,Bulgaria,BGR,2003,41.52048111
726,Bulgaria,BGR,2004,41.93650818
727,Bulgaria,BGR,2005,44.27005005
728,Bulgaria,BGR,2006,45.81988907
729,Bulgaria,BGR,2007,49.52777863
730,Bulgaria,BGR,2008,51.35054016
731,Bulgaria,BGR,2009,54.11346054
732,Bulgaria,BGR,2010,58.01100159
765,Burkina Faso,BFA,2001,1.156659961
766,Burkina Faso,BFA,2002,1.411880016
767,Burkina Faso,BFA,2003,1.601390004
768,Burkina Faso,BFA,2005,2.307579994
769,Burkina Faso,BFA,2006,2.440969944
770,Burkina Faso,BFA,2007,2.611819983
771,Burkina Faso,BFA,2008,3.1800999639999996
772,Burkina Faso,BFA,2009,3.532540083
773,Burkina Faso,BFA,2010,3.5786299710000002
799,Burundi,BDI,2000,1.157400012
800,Burundi,BDI,2001,1.127009988
801,Burundi,BDI,2002,1.762060046
802,Burundi,BDI,2004,2.282619953
803,Burundi,BDI,2005,2.305350065
804,Burundi,BDI,2006,2.3087298869999997
805,Burundi,BDI,2007,2.358230114
806,Burundi,BDI,2008,2.547950029
807,Burundi,BDI,2009,2.713140011
808,Burundi,BDI,2010,3.14944005
831,Cambodia,KHM,2000,2.473340034
832,Cambodia,KHM,2001,2.372580051
833,Cambodia,KHM,2002,2.482110023
834,Cambodia,KHM,2003,2.909739971
835,Cambodia,KHM,2004,2.808900118
836,Cambodia,KHM,2005,3.378259897
837,Cambodia,KHM,2006,5.66012001
838,Cambodia,KHM,2007,7.288569927
839,Cambodia,KHM,2008,9.086750031000001
840,Cambodia,KHM,2009,11.71901989
841,Cambodia,KHM,2010,14.06062031
861,Cameroon,CMR,2000,4.614449978000001
862,Cameroon,CMR,2001,4.628930092
863,Cameroon,CMR,2002,5.055789948
864,Cameroon,CMR,2003,5.090799809
865,Cameroon,CMR,2004,5.0587902069999995
866,Cameroon,CMR,2005,5.80821991
867,Cameroon,CMR,2006,6.758090019
868,Cameroon,CMR,2007,7.203750134
869,Cameroon,CMR,2008,7.816259861
870,Cameroon,CMR,2009,8.962909697999999
871,Cameroon,CMR,2010,11.03824043
885,Canada,CAN,2000,58.8835907
887,Cape Verde,CPV,2000,2.012769938
888,Cape Verde,CPV,2001,1.70915997
889,Cape Verde,CPV,2002,4.061759949
890,Cape Verde,CPV,2003,4.691699982
891,Cape Verde,CPV,2004,6.092229842999999
892,Cape Verde,CPV,2005,7.461400032
893,Cape Verde,CPV,2006,8.316940308
894,Cape Verde,CPV,2007,9.297539711
895,Cape Verde,CPV,2008,11.47159958
896,Cape Verde,CPV,2009,14.46662045
897,Cape Verde,CPV,2010,17.30555916
923,Central African Republic,CAF,2000,1.862100005
924,Central African Republic,CAF,2004,1.7015500069999998
925,Central African Republic,CAF,2006,1.127820015
926,Central African Republic,CAF,2008,2.276109934
927,Central African Republic,CAF,2009,2.444760084
928,Central African Republic,CAF,2010,2.558259964
942,Chad,TCD,2000,0.831040025
943,Chad,TCD,2001,0.8252900240000001
944,Chad,TCD,2003,0.922919989
945,Chad,TCD,2004,1.206529975
946,Chad,TCD,2005,1.420560002
947,Chad,TCD,2008,1.945860028
948,Chad,TCD,2009,2.013149977
949,Chad,TCD,2010,2.101419926
979,Chile,CHL,2000,37.14741898
980,Chile,CHL,2002,41.74811935
981,Chile,CHL,2003,44.59429169
982,Chile,CHL,2004,44.75780869
983,Chile,CHL,2005,49.99465179
984,Chile,CHL,2006,48.61949921
985,Chile,CHL,2007,54.31214905
986,Chile,CHL,2008,57.25669098
987,Chile,CHL,2009,61.87060165
988,Chile,CHL,2010,69.67411041
1019,China,CHN,2000,7.720479965
1020,China,CHN,2001,9.951310158
1021,China,CHN,2002,12.79104042
1022,China,CHN,2003,15.63580036
1023,China,CHN,2004,17.91102982
1024,China,CHN,2005,19.3358593
1025,China,CHN,2006,20.4976902
1026,China,CHN,2007,20.84453011
1027,China,CHN,2008,20.93997955
1028,China,CHN,2009,22.51596069
1029,China,CHN,2010,23.94791985
1064,Colombia,COL,2000,23.19449997
1065,Colombia,COL,2001,23.92045975
1066,Colombia,COL,2002,23.96557045
1067,Colombia,COL,2004,26.61447906
1068,Colombia,COL,2005,29.18512917
1069,Colombia,COL,2006,31.33164024
1070,Colombia,COL,2007,32.63217163
1071,Colombia,COL,2008,35.24565125
1072,Colombia,COL,2009,37.07862854
1073,Colombia,COL,2010,39.40909958
1083,Comoros,COM,2000,1.41455996
1084,Comoros,COM,2003,3.016330004
1085,Comoros,COM,2007,4.053860188
1086,Comoros,COM,2009,5.800899982000001
1087,Comoros,COM,2010,5.699810028
1116,Congo,COG,2000,5.1889801030000005
1117,Congo,COG,2001,4.343570232
1118,Congo,COG,2002,3.8817799089999996
1119,Congo,COG,2003,3.885360003
1120,Congo,COG,2009,6.553949833
1143,Costa Rica,CRI,2004,27.28141975
1168,Cote d'Ivoire,CIV,2007,9.418549537999999
1169,Cote d'Ivoire,CIV,2008,8.91781044
1170,Cote d'Ivoire,CIV,2009,8.778490067
1171,Cote d'Ivoire,CIV,2010,8.069169998
1187,Croatia,HRV,2000,32.38159943
1188,Croatia,HRV,2001,35.13301849
1189,Croatia,HRV,2002,37.91397095
1190,Croatia,HRV,2003,40.76137161
1191,Croatia,HRV,2004,42.04595184
1192,Croatia,HRV,2005,44.752491
1193,Croatia,HRV,2006,45.585289
1194,Croatia,HRV,2007,47.23212051
1195,Croatia,HRV,2008,49.33739853
1196,Croatia,HRV,2009,49.1482811
1197,Croatia,HRV,2010,54.67232132
1230,Cuba,CUB,2000,22.36265945
1231,Cuba,CUB,2001,25.57953072
1232,Cuba,CUB,2002,27.35268021
1233,Cuba,CUB,2003,33.14498901
1234,Cuba,CUB,2004,54.39498138
1235,Cuba,CUB,2005,62.86386108
1236,Cuba,CUB,2006,87.65174103
1237,Cuba,CUB,2007,107.44696809999999
1238,Cuba,CUB,2008,119.7787476
1239,Cuba,CUB,2009,116.8554916
1240,Cuba,CUB,2010,97.05809784
1271,Cyprus,CYP,2000,19.56232071
1272,Cyprus,CYP,2001,21.61252022
1273,Cyprus,CYP,2002,25.102289199999998
1274,Cyprus,CYP,2003,31.9636097
1275,Cyprus,CYP,2004,35.86368942
1276,Cyprus,CYP,2005,33.22082138
1277,Cyprus,CYP,2006,33.41991043
1278,Cyprus,CYP,2007,36.17380905
1279,Cyprus,CYP,2008,42.61800003
1280,Cyprus,CYP,2009,52.00389099
1281,Cyprus,CYP,2010,48.31158066
1315,Czech Republic,CZE,2000,28.4217701
1316,Czech Republic,CZE,2001,30.05195045
1317,Czech Republic,CZE,2002,34.52164841
1318,Czech Republic,CZE,2003,37.09241104
1319,Czech Republic,CZE,2004,43.82500076
1320,Czech Republic,CZE,2005,48.4405899
1321,Czech Republic,CZE,2006,50.22108841
1322,Czech Republic,CZE,2007,54.25680923
1323,Czech Republic,CZE,2008,58.14141083
1324,Czech Republic,CZE,2009,61.14725876
1325,Czech Republic,CZE,2010,64.01898193
1353,Democratic Republic of Congo,COD,2006,4.385019778999999
1354,Democratic Republic of Congo,COD,2007,4.392479897
1355,Democratic Republic of Congo,COD,2008,5.505159855
1356,Democratic Republic of Congo,COD,2009,6.5025701520000005
1388,Denmark,DNK,2000,57.249298100000004
1389,Denmark,DNK,2001,60.02825928
1390,Denmark,DNK,2002,63.53427124
1391,Denmark,DNK,2003,67.53456116
1392,Denmark,DNK,2004,74.43656921
1393,Denmark,DNK,2005,80.42349243
1394,Denmark,DNK,2006,79.06494141
1395,Denmark,DNK,2007,78.58489227
1396,Denmark,DNK,2008,75.70343781
1397,Denmark,DNK,2009,74.30094147
1398,Denmark,DNK,2010,73.61965179
1409,Djibouti,DJI,2000,0.268000007
1410,Djibouti,DJI,2001,0.69283998
1411,Djibouti,DJI,2002,1.021319985
1412,Djibouti,DJI,2003,1.281039953
1413,Djibouti,DJI,2004,1.597790003
1414,Djibouti,DJI,2005,2.335350037
1415,Djibouti,DJI,2006,2.55279994
1416,Djibouti,DJI,2007,2.756020069
1417,Djibouti,DJI,2008,2.7563700680000003
1418,Djibouti,DJI,2009,3.437510014
1419,Djibouti,DJI,2010,3.441509962
1434,Dominican Republic,DOM,2003,33.32450867
1467,East Asia & Pacific,,2000,11.49357033
1468,East Asia & Pacific,,2001,13.09436035
1469,East Asia & Pacific,,2002,15.0710001
1470,East Asia & Pacific,,2003,17.07506943
1471,East Asia & Pacific,,2004,18.73700905
1472,East Asia & Pacific,,2005,19.90203094
1473,East Asia & Pacific,,2006,20.75941086
1474,East Asia & Pacific,,2007,21.3263607
1475,East Asia & Pacific,,2008,21.86499977
1476,East Asia & Pacific,,2009,23.35257912
1477,East Asia & Pacific,,2010,24.74809074
1512,East Asia & Pacific (all income levels),,2000,15.48797035
1513,East Asia & Pacific (all income levels),,2001,17.06562042
1514,East Asia & Pacific (all income levels),,2002,19.0017395
1515,East Asia & Pacific (all income levels),,2003,20.82287979
1516,East Asia & Pacific (all income levels),,2004,22.33647919
1517,East Asia & Pacific (all income levels),,2005,23.31907082
1518,East Asia & Pacific (all income levels),,2006,24.02511978
1519,East Asia & Pacific (all income levels),,2007,24.46571922
1520,East Asia & Pacific (all income levels),,2008,24.98200989
1521,East Asia & Pacific (all income levels),,2009,26.39163017
1522,East Asia & Pacific (all income levels),,2010,27.77983093
1545,Ecuador,ECU,2008,38.68355179
1570,Egypt,EGY,2001,29.579759600000003
1571,Egypt,EGY,2002,30.53313065
1572,Egypt,EGY,2003,27.35322952
1573,Egypt,EGY,2004,28.53964043
1574,Egypt,EGY,2005,29.72220993
1575,Egypt,EGY,2006,29.42542076
1576,Egypt,EGY,2007,29.7148304
1577,Egypt,EGY,2008,29.39896965
1578,Egypt,EGY,2009,29.94858932
1579,Egypt,EGY,2010,30.89981079
1606,El Salvador,SLV,2000,21.63936043
1607,El Salvador,SLV,2001,20.78668976
1608,El Salvador,SLV,2002,21.49571037
1609,El Salvador,SLV,2003,22.12166023
1610,El Salvador,SLV,2004,22.77890968
1611,El Salvador,SLV,2005,23.04487991
1612,El Salvador,SLV,2006,23.27095985
1613,El Salvador,SLV,2007,24.34089088
1614,El Salvador,SLV,2008,25.17845917
1615,El Salvador,SLV,2009,25.73414993
1616,El Salvador,SLV,2010,26.359010700000002
1623,Equatorial Guinea,GNQ,2000,3.234750032
1628,Eritrea,ERI,2000,1.137060046
1629,Eritrea,ERI,2001,1.4179199930000002
1630,Eritrea,ERI,2002,1.32099998
1631,Eritrea,ERI,2004,1.02662003
1632,Eritrea,ERI,2009,1.920629978
1633,Eritrea,ERI,2010,2.3296699519999997
1649,Estonia,EST,2000,54.54351044
1650,Estonia,EST,2001,58.66144179999999
1651,Estonia,EST,2002,61.53408813
1652,Estonia,EST,2003,64.39517212
1653,Estonia,EST,2004,66.18250275
1654,Estonia,EST,2005,67.91416931
1655,Estonia,EST,2006,67.86591339
1656,Estonia,EST,2007,67.67006683
1657,Estonia,EST,2008,66.44313812
1658,Estonia,EST,2009,66.63710785
1659,Estonia,EST,2010,68.18856049
1687,Ethiopia,ETH,2000,1.188120008
1688,Ethiopia,ETH,2001,1.470209956
1689,Ethiopia,ETH,2002,1.643769979
1690,Ethiopia,ETH,2003,2.289079905
1691,Ethiopia,ETH,2004,2.560800076
1692,Ethiopia,ETH,2005,2.751620054
1693,Ethiopia,ETH,2008,3.536530018
1694,Ethiopia,ETH,2009,5.24737978
1695,Ethiopia,ETH,2010,7.332290173
1729,Euro area,,2000,52.34072113
1730,Euro area,,2001,54.14667892
1731,Euro area,,2002,55.32801819
1732,Euro area,,2003,57.23781967
1733,Euro area,,2004,59.00296021
1734,Euro area,,2005,60.35636139
1735,Euro area,,2006,61.34120941
1736,Euro area,,2007,61.77883148
1737,Euro area,,2008,62.604858400000005
1738,Euro area,,2009,63.78839874
1739,Euro area,,2010,65.68647003
1774,Europe & Central Asia,,2000,38.79758835
1775,Europe & Central Asia,,2001,41.9612999
1776,Europe & Central Asia,,2002,45.07278824
1777,Europe & Central Asia,,2003,48.23458099
1778,Europe & Central Asia,,2004,49.29449081
1779,Europe & Central Asia,,2005,51.37348175
1780,Europe & Central Asia,,2006,53.2892189
1781,Europe & Central Asia,,2007,54.66516876
1782,Europe & Central Asia,,2008,55.6546402
1783,Europe & Central Asia,,2009,56.73735809
1784,Europe & Central Asia,,2010,57.99831009
1819,Europe & Central Asia (all income levels),,2000,45.06764984
1820,Europe & Central Asia (all income levels),,2001,47.6705513
1821,Europe & Central Asia (all income levels),,2002,50.19638062
1822,Europe & Central Asia (all income levels),,2003,52.74497986
1823,Europe & Central Asia (all income levels),,2004,54.00104141
1824,Europe & Central Asia (all income levels),,2005,55.730041500000006
1825,Europe & Central Asia (all income levels),,2006,57.14422989
1826,Europe & Central Asia (all income levels),,2007,58.05522156
1827,Europe & Central Asia (all income levels),,2008,58.81887817
1828,Europe & Central Asia (all income levels),,2009,59.93600845
1829,Europe & Central Asia (all income levels),,2010,61.45275116
1864,European Union,,2000,50.03717041
1865,European Union,,2001,52.29299927
1866,European Union,,2002,54.35108948
1867,European Union,,2003,56.42882156
1868,European Union,,2004,58.08087158
1869,European Union,,2005,59.66952896
1870,European Union,,2006,60.86497116
1871,European Union,,2007,61.64891052
1872,European Union,,2008,62.62083817
1873,European Union,,2009,63.95024872
1874,European Union,,2010,65.49324799
1893,Fiji,FJI,2003,15.77713013
1894,Fiji,FJI,2004,15.95223045
1895,Fiji,FJI,2005,16.13710022
1925,Finland,FIN,2000,82.43907166
1926,Finland,FIN,2001,84.43052673
1927,Finland,FIN,2002,84.95935059
1928,Finland,FIN,2003,87.07688141
1929,Finland,FIN,2004,89.66361237
1930,Finland,FIN,2005,91.8286438
1931,Finland,FIN,2006,93.28768158
1932,Finland,FIN,2007,93.97794342
1933,Finland,FIN,2008,95.07446289
1934,Finland,FIN,2009,91.82949829
1935,Finland,FIN,2010,94.11914063
1968,France,FRA,2000,54.42876053
1969,France,FRA,2001,54.37136078
1970,France,FRA,2002,53.37950897
1971,France,FRA,2003,54.81666183
1972,France,FRA,2004,55.21836089999999
1973,France,FRA,2005,55.43880844
1974,France,FRA,2006,55.47608948
1975,France,FRA,2007,54.82254028
1976,France,FRA,2008,54.51990891
1977,France,FRA,2009,54.93870926
1978,France,FRA,2010,57.12707901
2000,Gabon,GAB,2001,8.126290321
2001,Gabon,GAB,2003,8.435400009
2004,Gambia,GMB,2004,1.151569963
2005,Gambia,GMB,2010,2.1729700569999997
2014,Georgia,GEO,2000,37.79901886
2015,Georgia,GEO,2001,38.91862106
2016,Georgia,GEO,2002,41.25574875
2017,Georgia,GEO,2003,42.74914932
2018,Georgia,GEO,2004,42.15422821
2019,Georgia,GEO,2005,46.52817917
2020,Georgia,GEO,2006,37.96023178
2021,Georgia,GEO,2007,36.93210983
2022,Georgia,GEO,2008,34.27521133
2023,Georgia,GEO,2009,25.55072975
2024,Georgia,GEO,2010,28.92168045
2049,Ghana,GHA,2005,5.7068200110000005
2050,Ghana,GHA,2006,5.120739937
2051,Ghana,GHA,2007,6.351540088999999
2052,Ghana,GHA,2008,8.426730156
2053,Ghana,GHA,2009,8.790949821
2087,Greece,GRC,2000,51.51860046
2088,Greece,GRC,2001,59.19155121
2089,Greece,GRC,2002,66.81391144
2090,Greece,GRC,2003,72.29617309999999
2091,Greece,GRC,2004,78.48364258
2092,Greece,GRC,2005,87.0911026
2093,Greece,GRC,2006,90.77529907
2094,Greece,GRC,2007,87.35135651
2095,Greece,GRC,2010,102.7308731
2104,Grenada,GRD,2009,52.77733994
2122,Guatemala,GTM,2002,8.796480179
2123,Guatemala,GTM,2007,16.93120003
2149,Guinea,GIN,2004,2.140660048
2150,Guinea,GIN,2005,2.881119967
2151,Guinea,GIN,2006,5.030360222
2152,Guinea,GIN,2007,7.81633997
2153,Guinea,GIN,2008,8.909799576000001
2154,Guinea,GIN,2009,9.023599625
2155,Guinea,GIN,2010,10.26004982
2161,Guinea-Bissau,GNB,2005,2.167779922
2162,Guinea-Bissau,GNB,2006,2.501369953
2181,Guyana,GUY,2003,7.854829787999999
2182,Guyana,GUY,2004,11.70956993
2183,Guyana,GUY,2005,12.87434959
2184,Guyana,GUY,2006,13.686929699999999
2185,Guyana,GUY,2007,14.15256977
2186,Guyana,GUY,2008,13.44324017
2187,Guyana,GUY,2009,12.5173502
2188,Guyana,GUY,2010,13.06637955
2230,Heavily indebted poor countries (HIPC),,2000,3.443380117
2231,Heavily indebted poor countries (HIPC),,2001,3.747200012
2232,Heavily indebted poor countries (HIPC),,2002,4.011119843
2233,Heavily indebted poor countries (HIPC),,2003,4.2432098389999995
2234,Heavily indebted poor countries (HIPC),,2004,4.535999775
2235,Heavily indebted poor countries (HIPC),,2005,4.815310001
2236,Heavily indebted poor countries (HIPC),,2006,5.14041996
2237,Heavily indebted poor countries (HIPC),,2007,5.411980152000001
2238,Heavily indebted poor countries (HIPC),,2008,5.896160126
2239,Heavily indebted poor countries (HIPC),,2009,6.468420029
2240,Heavily indebted poor countries (HIPC),,2010,7.093299866000001
2275,High income,,2000,56.01499176
2276,High income,,2001,57.71604156
2277,High income,,2002,61.96448135
2278,High income,,2003,63.72068024
2279,High income,,2004,64.75370026
2280,High income,,2005,65.78530121
2281,High income,,2006,66.37021637
2282,High income,,2007,67.04886627
2283,High income,,2008,68.14878082
2284,High income,,2009,69.97589111
2285,High income,,2010,72.97827911
2314,Honduras,HND,2000,13.81764984
2315,Honduras,HND,2003,17.00469971
2316,Honduras,HND,2004,17.05581093
2317,Honduras,HND,2008,18.79223061
2318,Honduras,HND,2010,20.65419006
2337,Hong Kong,HKG,2003,31.31263924
2338,Hong Kong,HKG,2004,31.32427025
2339,Hong Kong,HKG,2005,32.30270004
2340,Hong Kong,HKG,2006,33.20819092
2341,Hong Kong,HKG,2007,41.4968605
2342,Hong Kong,HKG,2008,54.39400101
2343,Hong Kong,HKG,2009,55.43484879
2344,Hong Kong,HKG,2010,58.48680878
2378,Hungary,HUN,2000,35.93188095
2379,Hungary,HUN,2001,39.6877594
2380,Hungary,HUN,2002,44.56143951
2381,Hungary,HUN,2003,52.28739929
2382,Hungary,HUN,2004,60.15528107
2383,Hungary,HUN,2005,65.10653687
2384,Hungary,HUN,2006,67.61630249
2385,Hungary,HUN,2007,67.34326172
2386,Hungary,HUN,2008,64.46910095
2387,Hungary,HUN,2009,61.70100021
2388,Hungary,HUN,2010,60.36822128
2421,Iceland,ISL,2000,45.48106003
2422,Iceland,ISL,2001,47.63999176
2423,Iceland,ISL,2002,54.05001831
2424,Iceland,ISL,2003,62.17449951
2425,Iceland,ISL,2004,68.41223907
2426,Iceland,ISL,2005,70.37673187
